"player_name","league","stat","stat_short","line","odds_tier","status","start_time","home_team","away_team","duration","player_team","player_position","description","adjusted_odds","flash_line","is_promo","is_live","is_live_scored","in_game","refundable","rank","projection_type","board_time","updated_at","hot","tv_channel","custom_image","event_type","end_time","today","player_team_name","player_market","player_image","player_jersey","player_combo","player_id","projection_id","league_id","game_start","game_end","game_status","game_is_live","home_team_name","home_team_market","home_team_color","away_team_name","away_team_market","away_team_color","projection_type_name","stat_rank"
"Shai Gilgeous-Alexander","NBA","Assists","Assists","7","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1572","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:03.256-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11850031","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","5"
"LeBron James","NBA","Rebounds","Rebounds","7","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1573","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11850156","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","2"
"LeBron James","NBA","FG Made","FG Made","7","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1574","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11867009","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Isaiah Joe","NBA","Points","Points","7","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1575","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T14:28:14.649-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Isaiah_Joe_NBA_player_ut9gQOUduwi81flqjZSBTjr9.webp","11","false","88490","11870481","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","0"
"Jaylin Williams","NBA","Pts+Rebs","Pts+Rebs","7","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","F","LAL","false",,"false","false","true","false","true","1576","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T13:23:29.075-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Jaylin_Williams_NBA_player_Z3vf2vZEqZfs69nuIDCZXxZ5.webp","6","false","87417","11877900","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","18"
"Chet Holmgren","NBA","Defensive Rebounds","Defensive Rebounds","7","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","false",,"false","false","true","false","true","1577","Single Stat","2026-05-04T09:06:00.000-04:00","2026-05-05T09:41:30.432-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11888122","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Austin Reaves","NBA","3-PT Attempted","3PTA","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1594","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11833085","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Cason Wallace","NBA","FG Attempted","FG Attempted","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1595","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Cason_Wallace_NBA_player_9xDSeIOsMeujUyEeqF7Vy8y4.webp","22","false","175716","11833094","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","12"
"Luke Kennard","NBA","FG Attempted","FG Attempted","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1597","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/manual/Luke_KennardLAL.png","10","false","299434","11834650","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","12"
"Rui Hachimura","NBA","Two Pointers Attempted","2-PT Att","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","true",,"false","false","true","false","true","1600","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Rui_Hachimura_NBA_player_NjpblF7fZNwR0X80b0E1ZiaU.webp","28","false","95575","11834672","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1000"
"Austin Reaves","NBA","Free Throws Attempted","FTA","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1603","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11851548","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","30"
"Luguentz Dort","NBA","FG Attempted","FG Attempted","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1604","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Luguentz_Dort_NBA_player_e1jWAiWanPNpRtbYeXm01a9Q.webp","5","false","10798","11851560","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","12"
"Alex Caruso","NBA","Points","Points","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1605","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T13:57:12.635-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Alex_Caruso_NBA_player_qELTEc2yRfzg2iw8lmpMait.webp","9","false","216805","11863161","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","0"
"Jake LaRavia","NBA","Pts+Rebs","Pts+Rebs","6.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1606","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Jake_LaRavia_NBA_player_UfILsUddZdj0bZ7BuLRiZ2SU.webp","12","false","271614","11863292","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","18"
"Austin Reaves","NBA","FG Made","FG Made","6","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1616","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T13:37:09.719-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11847836","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Alex Caruso","NBA","FG Attempted","FG Attempted","6","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1617","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Alex_Caruso_NBA_player_qELTEc2yRfzg2iw8lmpMait.webp","9","false","216805","11867822","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","12"
"Chet Holmgren","NBA","FG Made","FG Made","6","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","false",,"false","false","true","false","true","1618","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11868974","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"LeBron James","NBA","Free Throws Attempted","FTA","6","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1619","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11886910","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","30"
"Austin Reaves","NBA","Free Throws Made","FTM","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1634","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11833087","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","11"
"Isaiah Hartenstein","NBA","FG Attempted","FG Attempted","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","true",,"false","false","true","false","true","1635","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/manual/Isaiah_Hartenstein.png","55","false","220343","11833108","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","12"
"LeBron James","NBA","Two Pointers Made","2-PT Made","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1636","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11833408","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1001"
"Marcus Smart","NBA","3-PT Attempted","3PTA","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC","true",,"false","false","true","false","true","1642","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Marcus_Smart_NBA_player_3IwFmERFX6cbC5PnKrmA3XxI.webp","36","false","269532","11834930","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Isaiah Joe","NBA","FG Attempted","FG Attempted","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1661","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Isaiah_Joe_NBA_player_ut9gQOUduwi81flqjZSBTjr9.webp","11","false","88490","11872500","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","12"
"Jaylin Williams","NBA","Pts+Asts","Pts+Asts","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","F","LAL",,,"false","false","true","false","true","1664","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T11:10:13.362-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Jaylin_Williams_NBA_player_Z3vf2vZEqZfs69nuIDCZXxZ5.webp","6","false","87417","11883993","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","10"
"Deandre Ayton","NBA","Defensive Rebounds","Defensive Rebounds","5.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","C","OKC","false",,"false","false","true","false","true","1665","Single Stat","2026-05-04T09:06:00.000-04:00","2026-05-05T09:41:30.420-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/manual/Deandre Ayton.png","5","false","269516","11888123","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Rui Hachimura","NBA","3-PT Attempted","3PTA","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1668","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Rui_Hachimura_NBA_player_NjpblF7fZNwR0X80b0E1ZiaU.webp","28","false","95575","11834663","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Austin Reaves","NBA","Assists","Assists","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC","false",,"false","false","true","false","true","1669","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11850030","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","5"
"Cason Wallace","NBA","Rebs+Asts","Rebs+Asts","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1670","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:03.256-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Cason_Wallace_NBA_player_9xDSeIOsMeujUyEeqF7Vy8y4.webp","22","false","175716","11850049","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Isaiah Joe","NBA","3-PT Attempted","3PTA","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1671","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T12:52:23.292-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Isaiah_Joe_NBA_player_ut9gQOUduwi81flqjZSBTjr9.webp","11","false","88490","11870473","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"LeBron James","NBA","3-PT Attempted","3PTA","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1672","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11886760","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Luguentz Dort","NBA","3-PT Attempted","3PTA","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1673","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Luguentz_Dort_NBA_player_e1jWAiWanPNpRtbYeXm01a9Q.webp","5","false","10798","11886763","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Isaiah Hartenstein","NBA","Defensive Rebounds","Defensive Rebounds","5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","false",,"false","false","true","false","true","1674","Single Stat","2026-05-04T09:06:00.000-04:00","2026-05-05T09:45:00.242-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/manual/Isaiah_Hartenstein.png","55","false","220343","11888124","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Rui Hachimura","NBA","Rebs+Asts","Rebs+Asts","4.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1690","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:51:04.865-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Rui_Hachimura_NBA_player_NjpblF7fZNwR0X80b0E1ZiaU.webp","28","false","95575","11832719","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Shai Gilgeous-Alexander","NBA","3-PT Attempted","3PTA","4.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1695","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11833135","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Chet Holmgren","NBA","Two Pointers Made","2-PT Made","4.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL",,,"false","false","true","false","true","1697","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11833405","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1001"
"LeBron James","NBA","Free Throws Made","FTM","4.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1700","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11834634","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","11"
"Luke Kennard","NBA","Rebs+Asts","Rebs+Asts","4.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC","false",,"false","false","true","false","true","1714","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T12:25:13.174-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/manual/Luke_KennardLAL.png","10","false","299434","11868645","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Luguentz Dort","NBA","Rebs+Asts","Rebs+Asts","4","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1730","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:03.256-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Luguentz_Dort_NBA_player_e1jWAiWanPNpRtbYeXm01a9Q.webp","5","false","10798","11832704","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Shai Gilgeous-Alexander","NBA","Rebounds","Rebounds","4","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1731","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:03.256-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11850111","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","2"
"Austin Reaves","NBA","Rebounds","Rebounds","4","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC","false",,"false","false","true","false","true","1732","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11850157","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","2"
"Deandre Ayton","NBA","FG Made","FG Made","4","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","C","OKC","false",,"false","false","true","false","true","1733","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/manual/Deandre Ayton.png","5","false","269516","11868970","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","7"
"Chet Holmgren","NBA","3-PT Attempted","3PTA","4","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","false",,"false","false","true","false","true","1734","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:09.540-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11886762","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
"Chet Holmgren","NBA","Free Throws Attempted","FTA","4","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","false",,"false","false","true","false","true","1735","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11886911","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","30"
"Rui Hachimura","NBA","Rebounds","Rebounds","3.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1754","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Rui_Hachimura_NBA_player_NjpblF7fZNwR0X80b0E1ZiaU.webp","28","false","95575","11832911","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","2"
"Luke Kennard","NBA","3-PT Attempted","3PTA","3.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1761","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T14:06:34.786-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/manual/Luke_KennardLAL.png","10","false","299434","11834643","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","8"
